steps,ep_rew_mean,success_rate
59392,0.6094818695652173,0.32608695652173914
60416,0.524875,0.2222222222222222
61440,0.5986395744680851,0.3191489361702128
62464,0.538023,0.3023255813953488
63488,0.570098659574468,0.3617021276595745
64512,0.5736051956521739,0.34782608695652173
65536,0.5706788888888888,0.35555555555555557
66560,0.6043921276595745,0.40425531914893614
67584,0.6119073061224489,0.3469387755102041
68608,0.5414447111111111,0.28888888888888886
69632,0.5631957083333333,0.2916666666666667
70656,0.5951144791666666,0.3333333333333333
71680,0.611084152173913,0.391304347826087
72704,0.6096415102040816,0.32653061224489793
73728,0.5617968222222223,0.26666666666666666
74752,0.6604394150943397,0.49056603773584906
75776,0.5587578666666666,0.28888888888888886
76800,0.5392867826086957,0.2608695652173913
77824,0.5560685777777777,0.3333333333333333
78848,0.5665520227272727,0.22727272727272727
79872,0.5593942444444444,0.3111111111111111
80896,0.5658711860465115,0.32558139534883723
81920,0.5633898636363637,0.3181818181818182
82944,0.5804855106382979,0.3404255319148936
83968,0.4823168604651163,0.20930232558139536
84992,0.5649239130434782,0.2608695652173913
86016,0.5979431041666666,0.3333333333333333
87040,0.5737092608695652,0.30434782608695654
88064,0.5254553181818182,0.22727272727272727
89088,0.6391974693877551,0.40816326530612246
90112,0.5704866595744681,0.3191489361702128
91136,0.5605338863636363,0.36363636363636365
92160,0.5805809782608695,0.34782608695652173
93184,0.598154170212766,0.3829787234042553
94208,0.600515085106383,0.3617021276595745
95232,0.5935820625,0.3541666666666667
96256,0.5669695227272727,0.29545454545454547
97280,0.5518553333333334,0.3333333333333333
98304,0.5595630434782608,0.32608695652173914
99328,0.6563891666666667,0.4791666666666667
100352,0.5781964772727273,0.29545454545454547
101376,0.5157759090909091,0.25
102400,0.5630909777777777,0.3333333333333333
103424,0.614975125,0.3541666666666667
104448,0.6007028,0.3111111111111111
105472,0.5514882222222222,0.28888888888888886
106496,0.49885102380952384,0.21428571428571427
107520,0.6300743333333333,0.4375
108544,0.5584577777777778,0.35555555555555557
109568,0.513641275,0.225
110592,0.5879142173913043,0.32608695652173914
111616,0.5461873023255813,0.2558139534883721
112640,0.6235297916666667,0.3541666666666667
