steps,ep_rew_mean,success_rate
257024,0.73203502,0.54
258048,0.769385125,0.625
259072,0.7298045098039216,0.5686274509803921
260096,0.7371365576923077,0.5961538461538461
261120,0.7195508235294117,0.5098039215686274
262144,0.7588476181818181,0.5818181818181818
263168,0.7107562692307692,0.5192307692307693
264192,0.6885927959183674,0.46938775510204084
265216,0.7798326428571428,0.6607142857142857
266240,0.7119218571428572,0.4897959183673469
267264,0.8180605333333334,0.7166666666666667
268288,0.7137800192307692,0.5
269312,0.7582806666666667,0.5740740740740741
270336,0.7462186111111111,0.5740740740740741
271360,0.7355114038461538,0.5576923076923077
272384,0.7937026896551724,0.6896551724137931
273408,0.7676957037037037,0.6111111111111112
274432,0.7411236037735849,0.5471698113207547
275456,0.7489208148148149,0.5740740740740741
276480,0.7771621929824561,0.631578947368421
277504,0.7722355178571428,0.6428571428571429
278528,0.7874568214285713,0.6428571428571429
279552,0.8100667166666666,0.7166666666666667
280576,0.7672734285714286,0.6071428571428571
281600,0.7876057368421052,0.6491228070175439
282624,0.7681781636363636,0.6
283648,0.8155255423728813,0.711864406779661
284672,0.7560693090909091,0.6
285696,0.7875320701754386,0.6666666666666666
286720,0.7749820545454545,0.6363636363636364
287744,0.7693807678571428,0.625
288768,0.7604592222222222,0.6111111111111112
289792,0.762915037037037,0.6111111111111112
290816,0.7665342641509435,0.6037735849056604
291840,0.7864135178571428,0.6428571428571429
292864,0.7683600727272727,0.6181818181818182
293888,0.7797774727272727,0.6363636363636364
294912,0.8022081355932202,0.6779661016949152
295936,0.755376962264151,0.5849056603773585
296960,0.801506,0.7017543859649122
297984,0.7821097288135592,0.6610169491525424
299008,0.7484139245283018,0.5660377358490566
300032,0.7757051052631578,0.631578947368421
